qid	docid	relevance	ranking_1	ranking_2	ranking_3	ranking_4	ranking_5	ranking_6	ranking_7	ranking_8	ranking_9	ranking_10	ranking_11	ranking_12	ranking_13	ranking_14	ranking_15	ranking_16	ranking_17	ranking_18	ranking_19	ranking_20	ranking_21	ranking_22	ranking_23	ranking_24	ranking_25	ranking_1_rank	ranking_2_rank	ranking_3_rank	ranking_4_rank	ranking_5_rank	ranking_6_rank	ranking_7_rank	ranking_8_rank	ranking_9_rank	ranking_10_rank	ranking_11_rank	ranking_12_rank	ranking_13_rank	ranking_14_rank	ranking_15_rank	ranking_16_rank	ranking_17_rank	ranking_18_rank	ranking_19_rank	ranking_20_rank	ranking_21_rank	ranking_22_rank	ranking_23_rank	ranking_24_rank	ranking_25_rank	rrf	squared_rrf	mrrf
14740	GX030-52-12993161	0	103	45	0	0	0	0	0	0	0	0	0	0	0	195	0	213	0	0	0	0	0	0	161	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	1	0	0	0.0760828422561414	1.1918739498867705	0.24055129788748333
14740	GX032-01-1133599	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.016129032258064516	0.25	0.05382944901341426
14740	GX032-92-12418245	1	0	157	123	0	0	83	0	70	15	332	83	0	0	117	7	25	0	0	0	0	60	139	143	0	0	0	1	3	0	0	19	0	22	33	2	19	0	0	21	31	25	0	0	0	0	15	13	4	0	0	0.1744161159275255	1.447405427294353	0.49387748516346275
14740	GX033-25-10163228	1	0	93	84	0	0	23	0	21	28	2	23	0	0	5	10	147	57	130	2	0	196	20	0	0	0	0	7	5	0	0	32	0	34	28	42	32	0	0	36	30	11	21	12	29	0	4	30	0	0	0	0.18367389364688735	0.14922811254963173	0.47667606179251687
14740	GX034-27-5768513	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.015873015873015872	0.1111111111111111	0.052134140087569766
14740	GX036-08-15239720	0	0	0	0	0	0	357	0	369	357	152	357	0	1	0	0	145	61	112	136	0	0	357	0	0	0	0	0	0	0	0	2	0	1	1	18	2	0	4	0	0	12	20	14	6	0	0	1	0	0	0	0.16493782275941188	3.607910682791635	0.5165492867200225
14740	GX038-99-9561742	0	0	136	62	0	0	0	0	0	0	187	0	0	0	231	0	152	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	13	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0.07397511391890486	0.20187394988677038	0.22717113598417019
14740	GX043-06-15400488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0.03200204813108039	0.3611111111111111	0.10596358910098402
14740	GX050-70-7979313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.01639344262295082	1.0	0.055608815374244655
14740	GX051-26-2800637	1	0	149	0	117	0	53	0	33	61	78	53	0	0	178	181	0	68	182	55	0	0	73	105	0	0	0	2	0	2	0	25	0	27	24	25	25	0	0	11	10	0	19	9	14	0	0	19	12	0	0	0.18653302999127414	0.5561046465116142	0.5209904179694348
14740	GX054-28-5122773	0	0	0	0	11	5	0	0	0	0	297	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0.05686638270084151	0.06009878233654457	0.1676809821336283
14740	GX055-02-9516258	0	0	88	77	0	0	87	0	113	126	286	87	0	0	190	282	0	0	0	0	0	168	72	122	0	0	0	8	8	0	0	18	0	17	17	6	18	0	0	10	4	0	0	0	0	0	5	20	10	0	0	0.16825937542849306	0.19712103250886412	0.4911029690202241
14740	GX068-15-13780633	0	0	0	0	0	0	102	0	91	217	44	102	0	0	132	161	0	76	201	48	0	0	123	0	0	0	0	0	0	0	0	17	0	18	10	29	17	0	0	18	12	0	18	5	16	0	0	14	0	0	0	0.1459021463013184	0.08332147038703647	0.40268424457698093
14740	GX080-60-0607503	1	0	0	135	0	0	13	0	14	58	13	13	36	0	22	51	63	85	17	13	0	21	9	33	0	0	0	0	2	0	0	35	0	35	25	38	35	5	0	32	23	20	17	27	24	0	18	35	16	0	0	0.1933698916267493	0.31448547915545133	0.492911877932313
14740	GX111-28-1404309	1	0	0	0	0	0	55	0	65	157	111	55	117	0	202	85	182	93	30	95	0	0	83	156	0	0	0	0	0	0	0	24	0	23	15	21	24	1	0	7	20	6	16	24	9	0	0	18	3	0	0	0.1887559987934026	1.194946111561792	0.5333044366834585
14740	GX125-93-7274126	1	0	0	0	0	0	9	0	8	12	32	9	113	0	125	2	0	96	24	25	0	221	10	142	0	0	0	0	0	0	0	38	0	38	34	33	38	2	0	20	36	0	15	26	19	0	3	34	5	0	0	0.17056432715522427	0.4178024733157932	0.4430362986026144
14740	GX146-61-1486626	1	0	0	0	0	0	168	0	162	249	35	168	0	0	77	300	181	99	111	70	0	108	141	0	0	0	0	0	0	0	0	13	0	15	6	31	13	0	0	25	3	7	14	15	12	0	11	12	0	0	0	0.17814334630440742	0.2099162358111706	0.5092530057734049
14740	GX179-79-13080401	0	104	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	0	0	0.04361890182785705	0.13460569412950363	0.13223971375394522
14740	GX191-13-1128529	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015151515151515152	0.027777777777777776	0.04750238797235179
14740	GX229-94-3580367	0	0	0	0	0	73	159	0	195	147	169	159	0	0	207	4	195	108	210	194	0	0	248	0	0	0	0	0	0	0	5	15	0	12	16	16	15	0	0	6	34	4	13	2	2	0	0	8	0	0	0	0.18433335044376725	0.6763308227775389	0.5467856710393229
14740	GX230-67-15345144	0	0	0	0	7	18	39	0	30	29	101	39	0	0	210	17	24	110	39	81	0	0	52	62	0	0	0	0	0	13	9	27	0	29	27	22	27	0	0	5	27	26	12	20	10	0	0	23	14	0	0	0.19084830408238745	0.09492111794000413	0.5077894808437486
14740	GX231-27-13607241	0	0	62	45	61	118	5	0	5	6	22	5	0	0	16	62	9	111	31	16	0	33	4	0	0	0	0	11	11	6	3	40	0	40	38	36	40	0	0	34	22	30	11	23	23	0	17	38	0	0	0	0.20513081154711707	0.1789971284738044	0.5251073139243663
14740	GX231-29-3849320	0	0	0	0	6	17	36	0	28	22	99	36	0	0	197	28	29	112	38	80	0	0	48	47	0	0	0	0	0	14	10	28	0	30	29	23	28	0	0	8	26	24	10	21	11	0	0	24	15	0	0	0.18911430627773174	0.06739658525949317	0.49813810988451906
14740	GX232-40-5988943	0	0	0	0	41	28	287	0	278	175	228	287	0	0	0	310	168	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	0	8	13	10	8	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0.13261308116329845	1.1096671597633136	0.40516192420957103
14740	GX244-60-0596455	0	0	0	153	0	0	119	0	122	107	12	119	0	0	27	99	116	152	47	22	0	117	88	0	0	0	0	0	1	0	0	16	0	16	19	39	16	0	0	31	19	14	9	19	20	0	9	17	0	0	0	0.18291786521470535	1.0574806506832042	0.5005867769805756
14740	GX244-66-16541876	1	0	112	83	0	0	303	0	301	226	235	303	0	0	108	0	56	0	0	0	0	5	300	0	0	0	0	6	6	0	0	5	0	6	8	8	5	0	0	23	0	21	0	0	0	0	22	3	0	0	0	0.158097550537324	0.31191849301131086	0.4744379276092655
14740	GX245-25-8161461	2	0	13	26	21	66	2	0	1	5	25	2	0	0	80	16	2	155	32	5	0	131	1	0	0	0	0	17	14	10	7	41	0	41	39	34	41	0	0	24	28	33	8	22	27	0	7	39	0	0	0	0.20359661904445303	0.08633595602291988	0.5164305807043865
14740	GX246-20-10736675	2	0	0	0	0	0	26	0	36	160	19	26	0	0	48	139	143	158	114	7	0	6	14	0	0	0	0	0	0	0	0	30	0	26	14	37	30	0	0	28	15	13	7	13	26	0	21	32	0	0	0	0.15953567537474722	0.052219876746729746	0.4100689006513176
14740	GX247-36-14992038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	275	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	13	0	0	0	0	0.04218347862183479	0.038139381985535833	0.12311736125784159
14740	GX248-55-8370721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.015384615384615385	0.04	0.04897524307871347
14740	GX249-18-15091380	0	0	0	0	0	0	161	0	200	209	122	161	0	0	1	3	0	0	0	0	0	122	120	0	0	0	0	0	0	0	0	14	0	11	12	20	14	0	0	38	35	0	0	0	0	0	8	15	0	0	0	0.1162700360665707	0.04949128063769481	0.31487533373053667
14740	GX251-31-8133297	0	0	0	0	0	0	305	0	295	293	131	305	0	0	0	0	100	162	178	121	0	0	274	0	0	0	0	0	0	0	0	4	0	7	5	19	4	0	0	0	0	17	6	10	7	0	0	6	0	0	0	0.14671934707713094	0.27760217280111765	0.44748872257159444
14740	GX252-84-6351926	0	0	0	0	1	11	248	0	208	116	207	248	0	0	0	250	0	165	183	210	0	0	284	136	0	0	0	0	0	16	12	9	0	10	18	11	9	0	0	0	7	0	5	8	1	0	0	5	6	0	0	0.1891684690515547	1.2007038760752236	0.5718550840606584
14740	GX254-47-0622526	0	0	0	0	10	4	0	0	0	0	302	0	110	0	0	140	185	0	0	0	0	0	0	134	0	0	0	0	0	12	14	0	0	0	0	4	0	3	0	0	14	5	0	0	0	0	0	0	7	0	0	0.10272392030787553	0.2511678004535147	0.3132108067116014
14740	GX254-91-7464641	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0.048915917503966164	2.25	0.16504707976190358
14740	GX255-38-4781515	0	0	118	0	125	0	22	0	31	10	61	22	0	0	291	220	20	172	81	60	0	229	39	0	0	0	0	5	0	1	0	33	0	28	36	27	33	0	0	2	8	27	4	18	13	0	2	27	0	0	0	0.19865458582921425	1.6351274682872945	0.5593839924299173
14740	GX257-15-5268699	2	0	146	122	0	0	12	0	12	2	9	12	0	0	58	5	45	177	89	9	0	1	12	0	0	0	0	3	4	0	0	36	0	36	40	40	36	0	0	27	33	23	3	17	25	0	24	33	0	0	0	0.18032533450889315	0.3001820043324225	0.4616142336306376
14740	GX258-15-11301245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0.03149801587301587	0.1736111111111111	0.1026518163589478
14740	GX259-96-1448194	0	0	0	0	104	125	10	0	10	11	53	10	109	0	111	12	98	184	11	27	0	0	8	125	0	0	0	0	0	3	2	37	0	37	35	28	37	4	0	22	29	18	2	28	18	0	0	36	9	0	0	0.20191902689571772	0.7017151384210077	0.543485065223708
14740	GX267-45-13961007	0	0	0	0	0	0	70	0	61	81	328	70	0	0	126	122	238	0	0	0	0	68	69	0	0	0	0	0	0	0	0	22	0	24	22	3	22	0	0	19	17	1	0	0	0	0	14	21	0	0	0	0.13226101961536058	1.1326454745570818	0.3667680729904471
14740	GX270-11-2767349	0	0	0	0	0	0	323	0	325	337	229	323	0	0	0	171	0	208	7	185	0	0	352	0	0	0	0	0	0	0	0	3	0	4	4	9	3	0	0	0	11	0	1	29	4	0	0	2	0	0	0	0.15095672234866878	1.6815214246865782	0.4758916214913471
14742	GX002-66-1859845	1	0	0	0	0	0	0	0	0	0	78	46	0	0	0	302	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0.06452452301209573	1.6111111111111112	0.21540185348864294
14742	GX004-95-9096573	1	0	0	0	0	0	97	0	189	169	135	179	0	0	112	167	230	24	12	83	0	41	103	0	0	0	0	0	0	0	0	2	0	2	3	1	1	0	0	2	2	1	4	3	2	0	4	2	0	0	0	0.20895055316327132	4.847222222222222	0.6951067729211151
14742	GX005-68-4648846	0	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03252247488101534	1.25	0.10943826438765891
14742	GX031-74-11987305	1	0	0	0	0	0	40	0	61	61	117	41	54	0	64	37	0	65	37	124	0	113	49	57	0	0	0	0	0	0	0	4	0	4	4	2	3	1	0	3	4	0	3	2	1	0	1	3	1	0	0	0.22382389849999582	5.194444444444445	0.7407014249595982
14742	GX229-53-5921716	0	0	0	0	0	0	328	0	256	254	0	0	4	0	0	0	150	0	0	0	0	0	283	4	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	3	0	0	0	0	0	1	2	0	0	0.1137048508809482	4.611111111111111	0.38222829961137694
14742	GX267-37-10200111	1	0	0	0	0	0	46	0	138	191	8	10	0	0	157	154	194	203	1	72	0	13	37	0	0	0	0	0	0	0	0	3	0	3	2	5	4	0	0	1	3	2	2	4	3	0	5	4	0	0	0	0.20591683365843863	2.4619444444444447	0.6751372377363276
14742	GX268-73-2480523	1	0	112	109	0	0	1	0	2	5	30	3	0	0	21	3	36	213	111	10	0	74	2	0	0	0	0	1	1	0	0	5	0	5	5	4	5	0	0	4	5	4	1	1	4	0	3	5	0	0	0	0.23625447867251148	4.601111111111111	0.7704915651423412
14742	GX271-14-5804465	1	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03278688524590164	2.0	0.11121763074848931
14748	GX000-14-11495597	2	0	93	67	0	0	43	0	122	121	20	9	0	0	66	127	0	1	42	49	0	129	22	118	0	0	0	8	12	0	0	21	0	12	9	25	30	0	0	25	10	0	26	18	16	0	10	25	4	0	0	0.19753006462995065	0.14101021240240563	0.5438304146549918
14748	GX000-42-2483241	0	0	0	0	0	0	173	0	295	308	157	223	0	0	288	0	0	3	214	178	0	0	135	0	0	0	0	0	0	0	0	11	0	6	4	10	10	0	0	8	0	0	25	6	7	0	0	14	0	0	0	0.14349344079984838	0.18905522244710557	0.4282977412610953
14748	GX000-77-3766022	0	0	0	0	0	0	6	0	9	8	46	5	0	0	12	4	0	10	9	9	0	177	5	62	0	0	0	0	0	0	0	32	0	25	23	20	33	0	0	32	22	0	24	25	23	0	8	31	7	0	0	0.15733776624596213	0.053228089787253616	0.39843188923790196
14748	GX001-14-5458619	0	127	77	83	0	0	44	0	74	74	49	58	0	0	72	132	117	15	188	115	0	0	32	3	0	0	2	10	10	0	0	20	0	16	16	19	18	0	0	22	9	11	23	7	9	0	0	23	15	0	0	0.2166152192214716	0.3498242654389021	0.6111295182315422
14748	GX001-17-11101415	0	0	79	76	119	0	2	0	5	7	36	2	0	0	14	2	12	16	10	6	0	204	2	20	0	0	0	9	11	1	0	34	0	26	24	22	34	0	0	31	24	19	22	24	24	0	3	33	11	0	0	0.21424194745572908	1.1590007248141176	0.56902779132015
14748	GX001-87-13311162	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	24	164	253	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	8	3	0	0	1	0	0	0	0.07544705211931807	1.3790036848072562	0.2378595629588619
14748	GX002-02-2351270	0	0	121	61	0	0	39	0	14	22	32	43	0	0	57	82	0	26	37	2	0	101	35	45	0	0	0	6	13	0	0	22	0	24	22	23	20	0	0	28	13	0	20	20	26	0	14	20	9	0	0	0.1918897844808555	0.07757331896229899	0.5113402609256119
14748	GX002-12-9192951	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	4	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0.048651507139079855	1.5	0.16326771340107316
14748	GX002-53-7233275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0.028531243721117136	0.11388119421360418	0.08528914761962622
14748	GX002-81-8435019	0	0	0	0	0	0	195	0	368	0	234	225	0	0	292	0	158	36	148	184	0	0	203	0	0	0	0	0	0	0	0	9	0	2	0	8	9	0	0	6	0	7	18	9	6	0	0	10	0	0	0	0.14664780602415667	0.39171217561098515	0.44630230032664475
14748	GX003-67-5867475	2	0	56	55	0	0	3	0	4	1	40	7	0	0	11	3	4	40	5	3	0	136	3	29	0	0	0	15	14	0	0	33	0	27	27	21	32	0	0	33	23	21	17	26	25	0	9	32	10	0	0	0.19497750392363042	0.051390324902992474	0.4963099910541806
14748	GX005-20-8185800	0	0	0	0	0	0	334	0	332	0	263	372	0	0	346	0	274	50	105	219	0	0	268	160	0	0	0	0	0	0	0	4	0	3	0	4	2	0	0	1	0	1	16	11	4	0	0	5	1	0	0	0.17068439316364387	3.6007818239210287	0.5501899674147185
14748	GX006-64-4641681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.03252247488101534	1.25	0.10943826438765891
14748	GX006-85-11300965	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	5	0.04639423076923077	0.14250000000000002	0.14846816242880495
14748	GX008-62-15171524	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0.048131080389144903	0.6111111111111112	0.15979303811439827
14748	GX011-73-1003793	0	0	188	124	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0.04404495777446597	1.0302777777777776	0.1354425161602784
14748	GX014-40-0317280	0	0	64	46	0	0	17	0	38	47	67	15	0	0	63	41	0	68	1	31	0	196	33	0	0	0	0	13	17	0	0	27	0	21	20	18	27	0	0	27	17	0	15	29	19	0	5	22	0	0	0	0.1766288601380097	0.07527649866641681	0.46433454536805335
14748	GX014-52-16605440	0	52	154	0	0	0	16	0	3	5	144	20	0	0	82	15	0	69	91	107	0	0	20	0	0	0	3	3	0	0	0	28	0	28	25	12	23	0	0	21	21	0	14	15	10	0	0	27	0	0	0	0.16949326404644635	0.260661421008616	0.4635145511476474
14748	GX015-50-0017703	0	0	0	0	0	0	88	0	278	336	133	133	0	0	326	0	0	0	0	37	0	198	195	0	0	0	0	0	0	0	0	14	0	7	3	14	14	0	0	4	0	0	0	0	18	0	4	11	0	0	0	0.12949394941065112	0.2831762793884006	0.3876828943837367
14748	GX015-63-13958717	0	17	0	0	0	0	0	0	0	0	0	0	0	0	175	0	147	0	0	0	0	20	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	18	0	0	0	0	0.05560966304462446	0.04302583301839254	0.16067896487646377
14748	GX017-27-4036585	0	0	129	182	0	0	12	0	24	51	138	23	0	0	65	19	0	70	16	61	0	0	15	0	0	0	0	5	2	0	0	30	0	22	18	13	22	0	0	26	20	0	13	22	14	0	0	29	0	0	0	0.16830527324837244	0.32250058889751043	0.45655792748621005
14748	GX018-66-0429711	2	0	0	193	0	0	78	0	370	338	148	44	50	0	345	211	118	72	4	58	0	0	146	70	0	0	0	0	1	0	0	15	0	1	2	11	19	3	0	2	5	10	12	27	15	0	0	13	6	0	0	0.21823098391335122	2.723045670010429	0.6635733538808573
14748	GX027-64-5976042	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0.028850145288501453	0.03369493754109139	0.08633151201205237
14748	GX032-20-2605021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.015873015873015872	0.1111111111111111	0.052134140087569766
14748	GX039-34-13496450	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	0	0	0.028438886647841874	0.02551020408163265	0.08388176723222057
14748	GX052-51-2884637	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	4	0.047371031746031744	0.2847222222222222	0.15478595644651755
14748	GX053-50-0004595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.01639344262295082	1.0	0.055608815374244655
14748	GX061-01-10960198	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0.029273504273504274	0.04694444444444444	0.08889044408325907
14748	GX066-54-3452158	0	5	7	50	0	0	360	0	0	0	0	361	0	0	0	0	0	0	0	0	0	22	0	0	0	0	8	20	15	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0.08527226041931925	0.2482518742791234	0.25303437773439985
14748	GX083-22-16584034	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0.0315136476426799	0.29	0.10280469209212773
14748	GX094-70-0833250	0	3	20	131	0	0	0	0	0	0	0	0	0	0	1	0	195	0	0	0	0	1	0	0	0	0	9	19	5	0	0	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	22	0	0	0	0	0.08064164998121365	0.09799820434793034	0.22826791315443618
14748	GX101-57-13011628	0	30	21	15	0	0	240	0	304	344	0	270	1	0	181	0	83	0	0	0	0	29	264	1	0	0	5	18	19	0	0	6	0	5	1	0	6	9	0	15	0	13	0	0	0	0	15	6	17	0	0	0.1859410229291955	1.1998017714659177	0.5539941367103217
14748	GX102-23-1301688	0	0	100	156	0	0	395	0	0	0	0	412	0	0	192	0	115	0	0	0	0	3	0	0	0	0	0	7	3	0	0	1	0	0	0	0	1	0	0	14	0	12	0	0	0	0	21	0	0	0	0	0.10333335566799395	2.145833333333333	0.31868667566900943
14748	GX130-22-0969733	0	0	50	7	0	0	120	0	135	191	3	169	0	0	2	120	127	109	267	26	0	0	89	0	0	0	0	16	20	0	0	13	0	11	6	28	13	0	0	34	11	9	11	2	21	0	0	16	0	0	0	0.18858748515550794	0.34147180054984366	0.53124966301739
14748	GX132-90-6592367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0.012658227848101266	0.002770083102493075	0.03315500753205646
14748	GX224-88-5991566	0	1	5	94	0	0	0	0	0	0	0	0	0	0	327	0	188	0	0	0	0	10	0	0	0	0	10	21	9	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	20	0	0	0	0	0.08464867794577939	0.1660021415973797	0.2491959730553095
14748	GX227-65-5530684	0	0	63	47	0	0	18	0	39	48	68	16	0	0	69	40	0	115	2	30	0	195	34	0	0	0	0	14	16	0	0	26	0	20	19	17	26	0	0	24	18	0	10	28	20	0	6	21	0	0	0	0.17844428257744444	0.06934055395513522	0.47360808442338903
14748	GX228-97-16740854	0	50	148	0	0	0	8	0	1	3	120	13	0	0	17	21	39	118	93	92	0	0	9	0	0	0	4	4	0	0	0	31	0	29	26	15	28	0	0	30	19	18	9	14	12	0	0	30	0	0	0	0.17939596163533178	0.16689977730869232	0.4830495907841848
14748	GX230-59-0720919	0	0	0	0	0	0	132	0	46	107	173	188	0	0	154	244	78	121	217	147	0	0	70	0	0	0	0	0	0	0	0	12	0	19	11	9	11	0	0	17	2	14	8	5	8	0	0	18	0	0	0	0.16945533611428718	0.3714878003609876	0.4976269465900883
14748	GX230-87-3290199	0	0	0	0	0	0	383	0	0	0	2	279	0	0	254	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	2	0	0	0	29	4	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0.07314871747297444	0.43480017175320385	0.2248329338676042
14748	GX231-14-14504563	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.03225806451612903	0.5	0.10765889802682851
14748	GX234-62-8963553	0	0	72	44	0	0	35	0	110	111	8	8	0	0	102	174	40	136	45	39	0	120	28	133	0	0	0	11	18	0	0	23	0	13	10	27	31	0	0	19	7	17	7	17	17	0	11	24	3	0	0	0.21275311881695372	0.2066494438359841	0.591028659041533
14748	GX235-59-6761332	0	25	1	3	0	0	225	0	0	0	0	255	0	0	290	0	0	0	0	0	0	25	288	0	0	0	6	22	21	0	0	7	0	0	0	0	7	0	0	7	0	0	0	0	0	0	16	4	0	0	0	0.11325133025490752	0.1597422069723206	0.33444054373156656
14748	GX236-51-14535524	0	0	0	0	1	2	72	0	54	99	241	72	41	0	235	79	0	141	104	256	0	0	253	59	0	0	0	0	0	7	5	17	0	17	14	6	16	4	0	13	15	0	6	12	1	0	0	7	8	0	0	0.21582900351578452	1.2477316367796103	0.6459862588211108
14748	GX237-05-5076104	0	0	0	0	0	0	14	0	103	104	15	28	0	0	147	222	0	144	40	14	0	113	21	0	0	0	0	0	0	0	0	29	0	14	12	26	21	0	0	18	3	0	5	19	22	0	12	26	0	0	0	0.15706023319076998	0.18443987359428005	0.430281196567615
14748	GX238-01-14177381	0	0	46	102	0	0	217	0	326	208	0	249	0	0	242	256	0	0	0	0	0	228	184	0	0	0	0	17	8	0	0	8	0	4	5	0	8	0	0	11	1	0	0	0	0	0	2	12	0	0	0	0.14861014624260965	1.4180441148668186	0.4590412549924969
14748	GX239-35-7413891	0	0	0	0	58	110	75	0	80	100	253	116	0	0	281	117	199	148	138	213	0	0	116	0	0	0	0	0	0	3	1	16	0	15	13	5	15	0	0	9	12	4	4	10	5	0	0	15	0	0	0	0.20380957093681745	1.3685579776645482	0.6173450318517724
