qid	docid	relevance	ranking_1	ranking_2	ranking_3	ranking_4	ranking_5	ranking_6	ranking_7	ranking_8	ranking_9	ranking_10	ranking_11	ranking_12	ranking_13	ranking_14	ranking_15	ranking_16	ranking_17	ranking_18	ranking_19	ranking_20	ranking_21	ranking_22	ranking_23	ranking_24	ranking_25
15859	GX261-11-13734746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
15859	GX261-77-0507665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13
15859	GX269-76-13437002	0	0	0	0	141	0	0	0	386	390	278	0	0	0	0	373	0	264	67	236	0	0	0	0	0	0
15860	GX000-05-6348788	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	1	124	240	0	0	0	0	0	0
15860	GX013-32-0561602	0	0	1	1	146	128	2	0	2	2	2	2	0	0	13	2	1	0	126	5	0	0	2	0	0	0
15860	GX015-43-5196532	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15860	GX018-50-6258204	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15860	GX018-55-0563474	0	0	2	2	138	114	1	0	1	1	5	1	0	0	33	1	2	0	128	7	0	0	1	0	0	0
15860	GX034-48-2354697	0	0	0	13	0	0	0	0	0	0	89	0	0	0	0	0	80	0	0	157	0	0	0	0	0	0
15860	GX240-66-6313140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
15862	GX035-67-8827980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0
15862	GX036-08-15239720	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	135	35	0	92	0	0	0	0	0	0
15862	GX058-53-2210356	0	0	1	13	0	0	0	0	0	0	0	0	101	0	0	0	332	0	0	0	0	0	0	123	0	0
15862	GX111-85-1115727	0	0	0	0	0	0	100	0	0	0	96	47	5	0	77	16	0	67	0	155	0	0	153	7	0	0
15862	GX128-28-0108515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15862	GX181-74-10220591	0	0	0	0	147	61	121	0	0	0	198	161	1	0	166	85	81	78	0	113	0	0	0	1	0	0
15862	GX232-12-9252361	0	0	0	0	0	0	3	0	2	2	0	196	0	0	108	47	252	119	0	21	0	0	5	0	0	0
15862	GX232-97-0262815	1	0	0	0	0	150	42	0	28	59	0	0	0	0	309	260	260	0	0	0	0	0	83	0	0	0
15862	GX243-70-8979428	2	10	18	26	0	0	7	0	152	76	0	95	0	0	1	6	141	203	141	4	0	1	6	0	0	0
15862	GX247-59-3625346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
15862	GX262-87-0813624	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	17
15862	GX263-80-14245319	0	0	0	93	0	0	17	0	0	0	5	1	0	0	22	0	26	251	0	20	0	0	11	0	0	0
15862	GX266-25-6638480	1	0	66	58	140	11	13	0	1	1	61	14	0	0	44	17	5	0	0	0	0	0	10	0	0	0
15862	GX268-97-10766825	1	0	0	0	0	0	76	0	0	0	0	0	0	0	175	93	111	299	1	45	0	0	24	0	0	0
15892	GX000-02-13254838	0	0	0	0	0	0	233	0	233	0	264	233	0	0	0	0	0	1	0	270	0	187	222	0	0	0
15892	GX001-34-7119347	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	1	0	0	143	0	0
15892	GX005-76-9280535	0	0	0	0	0	0	157	0	157	140	10	157	0	0	162	197	0	21	0	81	0	184	134	0	0	0
15892	GX007-08-1189676	0	0	0	0	0	0	20	0	20	1	190	20	0	0	286	1	0	22	0	137	0	0	39	0	0	0
15892	GX013-30-14044845	0	0	0	0	0	0	67	0	67	38	11	67	0	0	19	3	0	43	0	15	0	62	54	0	0	0
15892	GX019-22-4551504	0	126	45	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15892	GX061-31-8593313	0	0	0	0	0	0	0	0	0	0	2	0	0	0	145	0	0	0	0	121	0	0	314	0	0	0
15892	GX094-43-6440272	0	0	0	0	0	0	63	0	63	104	178	63	0	0	0	69	0	146	101	302	0	0	45	0	0	0
15892	GX096-92-11777461	0	0	0	0	0	0	48	0	48	162	105	48	0	0	238	0	0	148	0	3	0	1	49	0	0	0
15892	GX227-01-11310530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
15892	GX230-38-15901937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15892	GX235-84-7962334	0	0	0	0	0	0	57	0	57	195	200	57	0	0	240	222	0	193	0	123	0	0	95	0	0	0
15892	GX240-09-5995446	0	0	0	0	0	0	1	0	1	16	91	1	0	0	155	40	215	205	112	136	0	0	5	0	0	0
15892	GX250-82-14114756	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
15892	GX260-83-0168489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
15892	GX270-63-9680599	0	0	0	0	0	0	80	0	80	7	0	80	0	0	0	76	189	0	0	0	0	0	116	0	0	0
15894	GX015-67-1594300	2	16	83	89	145	160	32	0	32	23	83	32	0	0	73	29	11	140	1	16	0	0	12	0	0	0
15894	GX020-69-16310351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	173	335	246	0	0
15894	GX033-99-13492440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	1	1
15894	GX038-16-9572490	1	121	24	26	0	0	109	0	109	45	38	109	0	0	30	44	8	221	0	12	0	105	103	0	0	0
15894	GX178-00-10294156	0	0	29	29	0	0	0	0	0	0	139	0	0	0	371	367	0	0	0	389	0	0	0	0	0	0
15894	GX210-14-6157539	0	21	0	0	0	0	350	0	350	324	7	350	0	0	104	313	0	0	0	187	0	0	368	0	0	0
15894	GX224-06-10998870	0	0	41	43	0	0	266	0	266	110	104	266	1	0	228	111	0	0	0	165	0	0	296	1	0	0
15894	GX260-42-14750394	1	26	2	2	129	0	8	0	8	12	9	8	0	0	71	27	2	306	37	1	0	163	2	93	0	0
15903	GX000-18-7582541	0	0	0	0	0	0	0	0	232	132	121	207	0	0	0	99	232	1	40	125	0	0	0	0	0	0
15903	GX000-28-16720714	0	0	0	0	0	0	0	0	0	211	305	208	0	0	0	185	186	0	0	0	0	172	0	0	51	49
15903	GX000-49-11863938	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	273	0	3	131	215	0	0	0	0	0	0
15903	GX000-73-14490781	0	0	0	0	0	0	201	0	131	85	276	80	0	0	237	216	0	0	0	0	0	88	192	0	0	0
15903	GX000-77-14983745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	106	0	0	0	0	0	0	0
15903	GX000-78-10723842	0	0	56	49	0	0	0	0	0	246	62	245	0	0	70	0	141	0	0	0	0	151	0	0	0	0
15903	GX000-92-11870066	1	0	105	132	0	0	224	0	238	145	269	112	0	0	1	27	15	0	0	0	0	1	224	0	0	0
15903	GX001-09-11708612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	143	0	0	0	0	0	0
15903	GX001-28-0594632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
15903	GX001-61-6822517	0	0	0	20	0	0	0	0	0	0	10	294	0	0	241	0	119	0	0	27	0	0	0	0	0	0
15903	GX001-61-16621969	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	168	0	7	12	208	0	0	0	0	0	0
15903	GX001-96-6897484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	209	0	0	0	0	0	0
15903	GX002-54-16308906	0	0	55	29	0	0	0	0	0	297	12	231	0	0	11	0	159	0	0	0	0	0	0	0	6	6
15903	GX002-73-10450172	0	0	15	22	0	0	29	0	223	179	36	137	0	0	7	56	88	0	0	0	0	30	35	0	0	0
15903	GX003-13-7263208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	120	212	0	0	0	0	0	0
15903	GX003-86-5325865	2	0	0	0	6	27	186	0	20	17	50	26	0	0	170	37	64	14	101	31	0	0	175	0	0	0
15903	GX005-70-11541433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	102	0	0	0	0	0
15903	GX005-87-13100796	0	0	0	0	0	0	0	0	0	262	98	225	0	0	262	111	0	0	127	2	0	0	0	0	0	0
15903	GX007-11-15700441	0	0	0	0	0	0	44	0	167	131	361	133	0	0	0	230	122	0	0	0	0	92	48	0	0	0
15903	GX007-28-5169551	0	0	0	0	0	0	75	0	0	0	112	274	0	0	0	291	0	0	0	132	0	0	83	0	0	0
15903	GX008-16-6537740	0	0	0	0	0	0	281	0	243	247	4	181	0	0	98	328	31	0	0	4	0	0	270	0	0	0
15903	GX008-66-8698208	0	96	3	4	0	0	128	0	18	11	46	11	0	0	8	4	276	0	0	0	0	18	125	0	0	0
15903	GX009-81-12445414	0	0	4	5	0	0	121	0	17	30	167	2	0	0	4	17	4	0	0	0	0	3	112	0	0	0
15903	GX010-70-13901625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
15903	GX011-42-11507014	0	0	0	1	0	0	0	0	0	0	3	276	0	0	243	0	93	0	0	12	0	0	0	0	0	0
15903	GX012-06-4766293	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX013-61-8108033	0	0	0	58	0	0	250	0	209	178	16	163	0	1	217	0	0	0	0	17	0	131	260	0	0	0
15903	GX013-86-4324213	0	0	0	0	0	0	0	0	0	329	224	0	0	0	0	100	0	30	11	106	0	0	0	0	0	0
15903	GX015-40-1086502	0	0	2	3	0	0	31	0	228	168	7	138	0	0	29	0	66	0	0	0	0	114	37	0	0	0
15903	GX015-90-4846278	0	0	0	0	0	0	246	0	74	258	0	0	0	0	0	0	273	0	0	25	0	0	262	118	0	0
15903	GX016-72-8818707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15903	GX017-56-1028522	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8
15903	GX018-29-7357929	0	0	33	27	0	0	137	0	44	39	1	23	0	0	113	90	0	0	0	0	0	180	135	0	0	0
15903	GX019-21-12076496	0	0	0	0	0	0	0	0	242	248	42	162	0	0	0	255	272	0	0	10	0	195	0	0	0	0
15903	GX019-32-5241977	0	0	0	0	0	0	96	0	0	308	0	297	0	0	0	108	0	0	0	0	17	221	106	0	0	0
15903	GX020-16-3553682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
15903	GX020-18-1939760	0	0	0	0	157	93	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
15903	GX021-19-12641296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
15903	GX022-42-16496847	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX022-46-0768855	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX023-35-12443134	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX023-45-6226820	2	0	101	53	69	113	124	0	1	2	8	3	0	0	31	31	1	35	1	5	0	16	119	0	0	0
15903	GX026-58-11499714	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	40	39
15903	GX026-78-13186264	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	67	63
15903	GX029-04-12690689	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX030-72-5307833	2	0	68	92	0	0	15	0	67	40	229	42	0	0	152	1	43	0	0	0	0	7	13	0	0	0
15903	GX032-83-7316765	0	88	1	2	0	0	52	0	0	175	20	164	0	0	23	0	68	0	0	0	0	160	51	0	0	0
15903	GX032-98-6881414	0	0	0	0	0	0	28	0	100	78	80	101	0	0	0	206	0	0	0	63	0	231	36	0	0	0
15903	GX033-38-8588528	0	103	16	196	0	0	0	0	0	0	2	273	0	0	10	0	67	0	0	0	0	0	0	0	0	0
15903	GX034-13-11109098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
15903	GX035-90-1422041	0	0	146	126	0	0	58	0	0	229	190	185	0	0	0	208	139	0	0	0	0	49	57	0	0	0
15903	GX036-27-8513328	0	0	26	31	0	0	164	0	94	58	93	55	0	0	63	69	44	0	0	0	0	4	162	0	0	0
15903	GX039-98-15319438	0	0	140	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	59	56
15903	GX043-35-5362043	1	0	0	0	16	105	0	0	193	135	146	170	0	0	0	6	154	57	38	131	0	0	0	0	0	0
15903	GX046-69-2921138	0	0	13	16	0	0	156	0	105	57	40	48	0	0	16	3	5	0	0	0	0	10	156	0	0	0
15903	GX046-78-10670138	0	0	32	30	0	0	200	0	159	151	63	87	0	0	32	123	65	0	0	0	0	19	178	0	0	0
15903	GX049-77-2345247	0	0	51	46	0	0	183	0	144	114	53	70	0	0	28	97	99	0	0	0	0	11	181	0	0	0
15903	GX050-62-5549935	0	0	0	0	59	0	48	0	188	180	99	92	0	0	0	5	155	61	102	57	0	0	52	0	0	0
15903	GX051-50-6114618	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	79	73
15903	GX055-46-4221787	0	0	46	40	0	0	39	0	169	119	180	109	30	0	43	41	46	0	0	0	0	36	34	0	0	0
15903	GX055-57-5483066	0	0	0	0	0	0	0	0	0	187	369	155	0	0	0	161	147	0	0	0	0	57	0	0	0	0
15903	GX057-93-10955418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
15903	GX058-53-3483441	0	0	83	0	0	0	0	0	0	0	0	0	0	0	176	0	274	0	0	0	0	214	0	0	31	30
15903	GX058-53-8617340	0	0	86	38	0	0	86	0	0	0	76	0	0	0	0	0	198	0	0	0	0	0	79	0	0	0
15903	GX058-69-16459039	1	0	23	211	0	0	0	0	0	0	313	0	0	0	110	0	262	0	0	0	0	0	0	0	33	32
15903	GX059-56-7300060	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX067-93-14318138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
15903	GX068-08-8227087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
15903	GX068-09-1613591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
15903	GX068-26-12692911	0	0	11	14	0	0	0	0	0	289	22	197	0	0	20	150	25	0	0	0	0	163	0	0	3	3
15903	GX069-16-8442126	1	0	27	26	0	0	229	0	170	146	84	115	0	0	69	196	63	0	0	0	0	119	238	0	5	5
15903	GX073-22-3600762	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX074-24-0901107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
15903	GX075-39-2835117	1	0	29	215	0	0	0	0	0	0	307	0	0	0	179	0	270	0	0	0	0	0	0	0	35	34
15903	GX078-14-3483493	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX079-90-3315077	0	0	0	0	0	0	0	0	0	0	32	277	32	0	103	0	0	0	0	13	0	0	0	14	0	0
15903	GX083-35-6894710	0	0	50	24	0	0	0	0	0	0	19	0	0	0	199	0	192	0	0	0	0	0	0	0	2	2
15903	GX109-76-13373043	0	0	12	15	0	0	0	0	0	290	24	198	0	0	19	148	24	0	0	0	0	161	0	0	4	4
15903	GX124-92-13902100	0	0	0	213	0	0	23	0	152	77	331	83	47	0	283	88	0	0	0	0	0	191	25	24	0	0
15903	GX158-83-3380520	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX163-79-1861151	0	0	0	165	0	0	282	0	0	234	246	157	10	0	203	327	0	0	0	0	0	0	228	2	0	0
15903	GX172-10-4965783	0	0	0	151	0	0	0	0	0	0	185	350	52	0	252	0	180	0	0	0	0	0	0	28	0	0
15903	GX172-72-7016134	0	0	0	124	0	0	0	0	0	0	0	230	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX191-19-0841982	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	36	0	0
15903	GX229-41-15879627	0	0	0	102	156	120	9	0	16	10	275	13	0	0	167	32	22	0	0	0	0	59	6	0	0	0
15903	GX229-48-5531272	0	0	0	0	101	4	0	0	82	200	273	0	0	0	158	54	0	0	0	207	0	0	0	0	0	0
15903	GX230-75-8334307	0	0	0	72	108	34	3	0	3	3	255	5	0	0	119	15	8	0	0	0	0	64	5	0	0	0
15903	GX231-30-1475826	0	0	0	69	0	0	129	0	13	15	178	21	0	0	118	79	32	0	0	0	0	14	123	0	0	0
15903	GX232-07-7634698	0	0	0	122	111	41	4	0	9	8	365	18	0	0	154	11	30	0	0	0	0	148	3	0	0	0
15903	GX232-78-9343090	0	0	0	32	0	0	1	0	7	7	118	4	0	0	94	49	17	0	0	0	0	67	2	0	0	0
15903	GX234-76-0983872	0	0	0	82	104	23	2	0	2	1	278	6	0	0	149	7	9	0	0	0	0	76	1	0	0	0
15903	GX234-82-16288786	0	0	0	127	0	0	134	0	21	19	252	14	0	0	160	113	54	0	0	0	0	146	129	37	0	0
15903	GX235-41-10141494	0	0	0	85	106	29	5	0	4	4	286	8	0	0	194	19	11	0	0	0	0	95	9	0	0	0
15903	GX241-99-5839215	0	0	0	0	8	76	0	0	0	0	243	0	0	0	0	188	235	0	0	0	0	0	0	0	0	0
15903	GX245-46-3473277	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX245-75-16185885	1	0	0	100	0	0	276	0	0	191	164	151	0	0	64	2	33	0	0	0	0	0	261	0	0	0
15903	GX251-08-12015220	0	0	0	0	153	131	36	0	27	21	0	66	0	0	278	35	77	0	0	0	0	197	27	0	0	0
15903	GX251-57-4200172	0	0	0	0	13	80	0	0	52	55	109	79	0	0	187	105	101	112	77	112	0	0	0	0	0	0
15903	GX251-75-10298132	0	0	0	190	0	0	180	0	50	34	328	49	0	0	202	104	82	0	0	0	0	96	148	0	0	0
15903	GX251-94-6450717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
15903	GX252-07-0554409	0	0	0	0	23	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX252-17-7473442	0	0	0	0	15	12	0	0	0	0	285	0	137	0	0	0	271	0	0	0	0	0	0	0	0	0
15903	GX253-13-15315243	0	0	0	0	102	8	0	0	0	0	0	266	0	0	0	0	149	0	0	0	0	0	0	0	0	0
15903	GX255-05-8695143	0	0	0	33	0	0	148	0	64	41	100	38	0	0	85	60	0	0	0	0	0	15	142	0	0	0
15903	GX255-37-14046572	0	0	0	0	154	132	35	0	26	20	0	61	0	0	279	39	75	0	0	0	0	196	26	0	0	0
15903	GX256-06-12632865	0	0	0	0	10	48	0	0	0	0	256	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
15903	GX257-50-7139102	0	0	0	0	2	33	0	0	140	0	142	154	0	0	0	0	120	119	0	111	0	0	0	113	0	0
15903	GX257-70-10992596	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0
15903	GX258-01-14672906	0	0	0	0	118	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX259-17-3850288	0	0	0	0	143	153	0	0	0	0	0	0	0	0	0	286	0	0	60	0	0	0	0	0	0	0
15903	GX261-07-9872962	0	0	0	121	0	0	17	0	51	43	244	30	0	0	223	149	59	0	0	0	0	41	14	0	0	0
15903	GX261-65-9919082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
15903	GX262-42-13430749	0	0	0	0	132	0	211	0	32	38	85	57	0	0	146	25	118	123	3	113	0	220	184	0	0	0
15903	GX263-49-3507350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	31	0	0	0	0	0	0	0
15903	GX266-28-0192968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
15903	GX269-17-7675339	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15903	GX269-67-12744185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
15917	GX000-03-7721182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
15917	GX000-53-4473690	0	0	0	0	0	0	0	0	298	0	352	411	0	0	0	0	0	3	84	383	0	128	416	0	0	0
15917	GX002-91-6093726	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
15917	GX010-00-1275942	0	87	4	7	0	0	11	0	15	206	10	13	2	0	5	5	19	69	193	7	0	2	11	0	0	0
15917	GX012-07-6597432	2	25	10	20	76	115	5	0	5	5	16	5	4	0	8	2	22	77	1	4	0	4	5	0	0	0
15917	GX019-23-12277187	0	0	0	0	0	0	261	0	332	158	301	0	0	0	0	208	167	89	11	346	0	53	163	0	0	0
15917	GX039-59-5749270	2	0	36	91	0	0	20	0	19	14	56	28	28	0	69	30	0	123	102	48	0	11	18	24	0	0
15917	GX042-79-3651211	0	0	93	0	114	138	169	0	59	221	197	34	0	0	0	323	112	0	0	253	0	0	276	192	0	0
15917	GX045-05-5923261	2	71	1	3	0	0	30	0	52	245	6	46	9	0	3	257	6	0	215	18	0	17	32	6	0	0
15917	GX067-68-10510824	0	0	25	23	0	0	60	0	106	67	26	108	19	0	109	76	0	0	0	56	0	0	73	15	0	0
15917	GX106-64-0336730	0	1	0	0	0	0	0	0	0	0	0	0	0	0	87	0	204	0	0	0	0	0	0	0	0	0
15917	GX161-43-7991020	0	58	9	10	0	0	18	0	29	222	4	24	0	0	14	19	1	0	0	33	0	80	21	10	0	0
15917	GX169-00-10359237	0	18	0	1	108	144	47	0	10	188	18	8	7	0	17	55	0	0	0	2	0	55	137	5	0	0
15917	GX242-57-9813481	2	51	0	21	104	139	6	0	7	7	24	7	0	0	13	9	3	201	152	8	0	40	7	0	0	0
15917	GX269-54-9167409	0	0	0	0	1	1	330	0	170	347	303	84	0	0	0	322	0	223	0	0	0	0	370	0	0	0
15925	GX000-04-3632280	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	1	0	202	0	0	0	0	0	0
15925	GX045-63-5770073	0	0	0	0	0	0	36	0	70	93	86	124	0	0	45	0	123	76	0	14	0	0	38	0	0	0
15925	GX243-64-13343577	2	0	0	38	47	7	63	0	2	4	20	6	0	0	5	1	9	159	0	69	0	192	173	0	0	0
15925	GX256-68-6674364	1	27	0	28	6	1	20	101	3	3	49	11	0	0	17	2	3	195	117	34	0	0	147	0	0	0
15925	GX256-80-10063959	0	0	0	102	5	8	10	0	42	22	127	43	0	0	125	8	2	196	0	47	0	0	18	67	0	0
15925	GX265-23-11441442	0	0	0	0	0	0	48	0	198	67	273	160	0	0	227	41	212	0	0	0	0	0	31	0	0	0
15925	GX265-58-0160645	0	0	0	0	119	33	256	0	0	0	205	101	0	0	0	178	127	233	0	155	0	0	0	0	0	0
15925	GX266-50-1776441	0	0	0	0	75	120	175	0	0	302	0	0	0	0	0	253	0	0	0	0	0	0	139	0	0	0
15928	GX015-44-4118282	0	0	0	0	1	10	170	0	51	121	232	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15928	GX033-03-4749959	0	66	80	167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1
15928	GX034-49-8740899	1	0	105	0	0	0	23	0	89	142	48	23	101	0	124	89	0	64	1	34	0	0	8	110	0	0
15928	GX034-58-10113712	1	0	0	0	0	0	8	0	2	2	11	8	104	0	62	2	0	65	25	11	0	0	11	117	0	0
15928	GX043-30-13103572	0	0	0	0	0	0	1	0	43	61	16	1	0	0	56	54	0	82	147	4	0	0	9	0	0	0
15928	GX052-67-5008443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0
15928	GX060-74-0065456	0	39	20	29	0	0	3	0	209	0	1	3	0	0	8	0	3	0	225	1	0	0	1	0	0	0
15928	GX068-98-13190287	0	1	16	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15928	GX069-07-14164433	0	0	0	0	0	0	29	0	24	1	62	29	94	0	133	36	0	128	96	43	0	0	94	105	0	0
15928	GX074-59-6685405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	18
15928	GX186-72-15749240	0	11	10	5	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	414	0	0	0
15928	GX229-00-6560972	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
15928	GX242-36-9238719	0	0	0	0	27	49	263	0	0	0	275	263	0	0	0	0	0	201	208	127	0	0	0	0	0	0
15928	GX247-57-16060509	0	0	0	0	0	0	301	0	0	0	0	301	0	0	23	0	0	0	0	0	0	2	224	0	0	0
15928	GX257-32-13973035	0	0	0	0	0	0	2	0	205	0	10	2	0	0	24	3	0	224	123	2	0	108	3	0	0	0
15948	GX004-98-10572354	0	0	0	0	0	0	1	0	1	5	5	1	0	0	1	1	73	0	0	1	0	116	1	0	0	0
15948	GX007-33-14413973	0	0	0	0	0	0	14	0	14	10	208	14	0	0	229	36	143	88	105	13	0	0	7	137	0	0
15948	GX007-69-7935665	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
15948	GX008-88-0644868	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
15948	GX021-89-8634221	0	0	2	1	0	0	59	0	101	0	1	60	0	0	4	137	2	0	0	2	0	0	69	0	0	0
15948	GX024-24-2041354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15948	GX055-65-1781471	0	0	0	0	47	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15948	GX210-38-3668207	0	0	0	143	0	0	84	0	181	0	222	84	23	0	53	121	1	0	0	0	0	0	87	24	0	0
15956	GX001-09-5300277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	199	199	0	0	0	0	0	0
